plateifu,mangaid,dr7objid,ra,dec
8604-12702,1-210736,587733604267589954,246.65448,39.127537
8485-6104,1-209296,587733604798955884,235.05997,48.591537
8485-12705,1-209111,587733604799152332,235.41014,48.274033
8485-3703,1-209109,587733604799217673,235.5748,48.215664
8486-3701,1-209049,587733604799414451,236.09282,47.853577
9031-1902,1-209707,587733604801511604,241.02908,44.549732
9031-9102,1-209706,587733604801642657,241.39818,44.206146
8600-6103,1-210593,587733604803084493,244.41974,41.899162
8312-6102,1-210972,587733604804067472,246.41115,40.098827
8550-3701,1-210989,587733604804198552,246.65273,39.858673
8603-1901,1-211007,587733604804329604,246.93283,39.74386
8312-3701,1-211006,587733604804395093,246.99449,39.603977
8604-6104,1-210784,587733604804395251,247.0971,39.570312
8603-6101,1-594493,587733604804460597,247.16309,39.552834
8312-3704,1-210754,587733604804460651,247.16348,39.51854
8603-6102,1-210752,587733604804460723,247.19244,39.463158
8550-1902,1-210748,587733604804460798,247.14246,39.418602
8604-3701,1-210728,587733604804461074,247.27997,39.495724
8604-9101,1-594505,587733604804526169,247.33331,39.428997
8603-3701,1-210731,587733604804526193,247.31876,39.401043
9869-12702,1-211257,587733604804526388,247.24164,39.319115
8549-1901,1-209729,587733605338251348,241.11362,44.921673
8549-6101,1-209712,587733605338513461,241.86536,44.64516
8549-3701,1-210231,587733605338579122,241.90242,44.448193
8600-12701,1-210667,587733605340348506,245.72649,41.52058
8550-12704,1-211063,587733605341004037,247.05841,40.313835
8602-12703,1-211067,587733605341135097,247.06703,40.115925
8312-3703,1-211044,587733605341200734,247.4321,40.016514
8602-1901,1-211055,587733605341266053,247.33641,39.820415
8604-1901,1-211079,587733605341266130,247.43802,39.81055
8602-6104,1-211077,587733605341266147,247.5724,39.889435
8602-12705,1-211074,587733605341331485,247.4627,39.76653
8312-1902,1-211084,587733605341331547,247.58391,39.804325
8550-6103,1-211103,587733605341331572,247.6387,39.83074
8550-12702,1-211082,587733605341397069,247.62001,39.62606
8604-3704,1-210710,587733605341397144,247.6161,39.56171
8602-9102,1-210711,587733605341462786,247.76338,39.5622
8603-12701,1-210700,587733605341659461,248.14056,39.13105
9883-6101,1-212201,587733605345591406,254.90137,32.057278
8485-12701,1-209191,587733608010940568,233.31917,48.119583
8485-3702,1-209198,587733608011137159,233.72543,47.761837
8979-3702,1-210135,587733608014348555,241.37035,42.627197
8979-1902,1-210114,587733608014872696,242.58534,41.854874
8604-12701,1-210881,587733608016511091,245.88644,39.121086
9031-6103,1-209939,587733608549908694,238.9335,45.13321
9031-3702,1-209803,587733608550039764,239.2569,45.030155
8600-6101,1-210128,587733608551547087,242.43813,42.439953
8979-12702,1-210578,587733608552071395,243.62323,41.58075
8979-12704,1-210604,587733608552202347,243.88065,41.40702
8979-3704,1-210461,587733608552464513,244.42296,40.93382
8312-1901,1-210846,587733608553382171,246.28192,39.435753
8603-12702,1-211227,587733608553709617,246.8693,38.869114
8602-3701,1-211264,587733608553971894,247.36154,38.419395
8485-3704,1-209108,587733609085206744,235.58054,47.94357
8486-12701,1-209537,587733609085337761,235.79839,47.753654
8486-12702,1-209533,587733609085403458,235.91539,47.66737
8486-6101,1-209428,587733609086255319,238.03952,46.319798
9031-9101,1-209935,587733609086714070,239.16454,45.54079
9031-6101,1-209952,587733609086976184,239.90657,45.16191
9031-6102,1-209770,587733609087107273,239.92871,44.90874
9031-1901,1-209722,587733609087369285,240.61823,44.54145
9031-6104,1-209728,587733609087369479,240.58557,44.470165
8600-1901,1-633729,587733609088286747,242.5851,43.009747
8979-9102,1-210547,587733609088876686,243.83029,42.03765
8600-1902,1-210611,587733609089073296,244.39052,41.688557
8600-12703,1-210614,587733609089204472,244.50175,41.3922
9869-3702,1-210932,587733609089925255,245.96365,40.1309
8550-12701,1-210962,587733609090121828,246.3587,39.870697
8550-3702,1-210961,587733609090121883,246.46036,39.890427
8312-9101,1-210785,587733609090318399,246.76505,39.52736
8603-1902,1-210773,587733609090449533,246.98337,39.281395
8312-9102,1-210774,587733609090449555,246.9802,39.258842
8550-6102,1-211239,587733609090514992,247.07527,39.186474
8602-3704,1-211241,587733609090515086,247.20465,39.149025
8485-1902,1-209113,587733609621946529,235.57974,48.46572
8486-12704,1-209407,587733609622995137,238.26118,46.76795
8549-12701,1-209980,587733609623912550,240.47092,45.351963
8600-12704,1-210631,587733609626075340,244.88297,41.662563
8600-12702,1-210646,587733609626206395,245.15714,41.46691
8604-9102,1-210971,587733609626861608,246.45525,40.34522
8312-12703,1-211017,587733609627189358,247.20906,39.835083
8604-3702,1-211002,587733609627189576,247.14944,39.719788
8312-12705,1-211023,587733609627189601,247.15541,39.69893
8604-1902,1-211019,587733609627254971,247.19261,39.655907
8602-6102,1-211027,587733609627255052,247.23593,39.609516
8602-1902,1-211049,587733609627255081,247.30382,39.615414
8603-3704,1-210701,587733609627517114,247.8441,39.167843
8602-12702,1-211273,587733609627517176,247.6887,39.19524
9869-9101,1-211028,587733610163536179,246.59132,40.91184
8603-3703,1-211059,587733610163798082,246.99678,40.497288
8601-1901,1-211100,587733610164191406,247.83032,39.744125
8601-3701,1-211098,587733610164256997,247.85393,39.692955
8550-3704,1-211311,587733610164519080,248.4264,39.185143
9509-6103,1-605075,587734621627875341,123.06447,26.202547
9509-9101,1-218306,587734621627875708,123.07142,26.306997
8940-3701,1-218077,587734622163435675,120.25117,24.63985
8940-6102,1-604970,587734622163763258,120.86694,25.102667
8940-3704,1-218009,587734622164025457,121.34401,25.541899
9509-1901,1-218245,587734622164549741,122.38421,26.2834
8940-3703,1-218243,587734622164550016,122.35174,26.289455
8942-1901,1-218293,587734622164943090,123.13472,26.893618
8942-12704,1-218295,587734622165270841,123.807465,27.40879
8942-3702,1-218427,587734622165532953,124.3423,27.796211
8942-12703,1-218519,587734622165991634,125.21321,28.405886
8726-3704,1-217557,587734622698340805,116.39094,21.887438
8726-6101,1-217674,587734622698406058,116.505775,21.932892
8726-3702,1-217695,587734622698602871,116.80322,22.328323
8940-6103,1-218055,587734622700765489,120.910614,25.516994
8941-3703,1-218200,587734622701158767,121.70476,26.168993
8941-6104,1-218167,587734622701224301,121.72671,26.37413
8941-12702,1-218353,587734622701486353,122.2389,26.642977
8942-12701,1-218322,587734622701879488,122.89622,27.305956
8942-6102,1-218412,587734622702534756,124.26763,28.31507
8942-3703,1-218435,587734622702600263,124.38526,28.35772
8942-6103,1-218430,587734622702600378,124.337166,28.318335
8942-6104,1-218444,587734622702665766,124.57109,28.349257
8726-12702,1-217637,587734623235211784,116.18379,22.160177
8726-3703,1-217650,587734623235670041,116.92143,22.781588
8940-1901,1-217928,587734623237177409,119.7277,25.108812
8941-9102,1-218152,587734623238226151,121.62575,26.898928
8454-6101,1-221753,587734623788531885,153.37813,43.997925
9497-3702,1-217537,587734840667931091,117.20657,21.732595
9497-1901,1-217527,587734840667996287,117.37514,21.752785
8726-6104,1-217684,587734841741672894,116.649704,22.297039
8726-6102,1-217686,587734841741738417,116.64764,22.416061
8726-12704,1-217649,587734841741869389,116.8797,22.607592
8726-1902,1-217854,587734841742196942,117.577614,23.17824
9509-12705,1-230021,587735042535915771,124.032234,25.006409
9508-9101,1-230005,587735042536308975,124.79954,25.531712
9510-3701,1-230227,587735042537160876,126.58771,26.706772
9510-6101,1-605294,587735042537816300,127.85316,27.580038
9497-6102,1-229458,587735043069444251,117.377144,20.359804
9497-12704,1-229665,587735043070033940,118.373695,21.264526
9497-12701,1-229567,587735043606643101,117.6679,21.232203
9509-9102,1-230045,587735043609854027,123.88476,25.81115
9509-12704,1-230052,587735043609919507,123.92733,25.96536
9509-12703,1-230042,587735043609985048,124.105675,25.991356
9510-3704,1-230291,587735043611099210,126.384605,27.608717
9510-9101,1-230422,587735043611295809,126.78409,27.810465
9510-1902,1-230478,587735043611754576,127.70928,28.576828
8462-3701,1-232397,587735043618439352,143.04276,36.827137
8462-6102,1-232516,587735043618635927,143.4637,37.003345
8462-6103,1-232536,587735043618832486,144.07877,37.24671
9497-9101,1-229538,587735044143054917,116.57004,20.752373
8940-6101,1-229914,587735044145873081,121.86516,25.113667
9509-3704,1-230100,587735044146331732,122.735634,25.684706
9509-6101,1-230129,587735044146725064,123.45725,26.254885
8942-9101,1-230173,587735044147314969,124.75916,27.103981
9510-12702,1-230334,587735044147773580,125.70364,27.71536
9510-6102,1-230406,587735044148232364,126.64689,28.23749
9510-3702,1-230395,587735044148429025,127.01955,28.550348
9510-12703,1-230670,587735044148887839,128.02643,29.236254
8462-12703,1-232526,587735044692771050,144.13028,38.095043
8462-3702,1-232720,587735044692902126,144.401,38.277275
9497-3704,1-229452,587735235805774198,117.44819,20.251526
9509-12701,1-298640,587735235808788552,123.26534,24.567013
9509-6102,1-298626,587735236346118160,123.76854,25.60867
9509-1902,1-230050,587735236346118438,123.82215,25.697063
8942-6101,1-230177,587735236346642505,124.89782,26.36269
9497-3703,1-229673,587735236880105817,117.99587,21.708775
9509-12702,1-230060,587735236883054732,123.70189,25.92135
9509-6104,1-230149,587735236883120377,123.872025,26.150978
8942-9102,1-230145,587735236883513572,124.54793,26.653927
8940-12705,1-229888,587735237418877138,121.36559,24.79531
9509-3701,1-229940,587735237419270199,122.07064,25.425808
8462-12702,1-232333,587735239569768674,145.2021,36.45547
8462-6104,1-232621,587735239570161841,146.24304,36.8216
8462-3703,1-232643,587735240107229350,146.42279,37.451256
9510-3703,1-230467,587735240636104878,127.592545,28.09192
9510-9102,1-230439,587735241709912243,127.20219,28.920496
9510-6103,1-230628,587735241710108749,127.51185,29.283129
8462-3704,1-232512,587735241716924562,143.3743,37.502655
8319-3704,1-234431,587735428544069766,199.23991,47.868332
8325-3704,1-235307,587735428547870816,211.47841,45.64467
8465-6102,1-234092,587735429080416298,197.54971,48.62336
8319-6102,1-234408,587735429081137194,199.9448,48.20658
8325-6101,1-234980,587735429084217495,210.055,46.4322
8319-1901,1-234388,587735429618073710,200.28171,48.69775
8325-9102,1-235306,587735429621481663,211.42268,46.42745
8325-6102,1-235301,587735429621481711,211.53407,46.602547
8465-12703,1-234270,587735430154158164,197.80324,49.415276
8325-12705,1-235385,587735430695288964,212.10107,47.273735
8980-1902,1-236099,587735489212121095,225.23619,41.566277
8980-9102,1-236141,587735489749057770,225.79137,41.816284
8980-12701,1-236018,587735490285011135,223.33965,43.075912
8315-12702,1-236745,587735490826272780,234.88332,38.163704
8980-3702,1-236045,587735491359342647,225.6765,43.24242
8980-6104,1-321982,587735491359473744,226.12717,43.069427
9871-3704,1-236175,587735491359998121,227.38701,42.489933
8315-9102,1-236776,587735491363143806,235.208,38.513474
8315-3701,1-322679,587735491363340463,235.70947,38.22386
8568-12703,1-274244,587735661014745229,156.81032,38.204517
8568-6103,1-274323,587735661551157313,155.37677,38.308964
8462-9101,1-301241,587735663157903374,144.52643,36.039196
8462-12705,1-606005,587735663158296604,145.5974,36.349686
8462-1902,1-301579,587735663158558770,146.29654,36.53427
8455-3702,1-254694,587735663162360066,156.59056,39.953606
8455-3704,1-274545,587735663162753074,157.68575,40.05753
8455-6104,1-275185,587735663162884367,157.98761,40.305817
8309-9101,1-244805,587735664768188521,208.65941,54.12258
8309-9102,1-245472,587735664769040533,211.94858,53.370457
8595-1901,1-246064,587735664770941085,218.26898,51.52233
8595-9101,1-245940,587735664771465414,220.12683,50.998653
9865-12702,1-246618,587735664772710597,223.96474,49.647507
9865-6102,1-246633,587735664772907133,224.4851,49.344395
8597-12704,1-246525,587735664773300283,225.60571,48.87768
8597-6102,1-246535,587735664773365828,225.80736,48.89887
8597-6103,1-246947,587735664773496916,226.24754,48.64663
8597-6101,1-246946,587735664773496976,226.07986,48.614742
8551-6103,1-247395,587735664776249533,233.61739,44.95689
9038-9102,1-248096,587735664777756854,237.1355,42.619682
9038-6101,1-248055,587735664778477588,238.75804,41.578335
8591-6103,1-245101,587735665305846007,211.98106,53.846786
8591-3701,1-245458,587735665305911299,212.05734,53.88349
8591-12701,1-245082,587735665305977023,212.27193,53.79544
8591-12702,1-245054,587735665306042463,212.53525,53.6403
8595-6103,1-246036,587735665307746392,218.28018,52.001873
9865-1901,1-246298,587735665308991521,222.4368,50.710896
9865-6103,1-246565,587735665309843461,225.00793,49.746815
8551-3701,1-247424,587735665312727194,232.90727,45.743706
9037-3703,1-247782,587735665313841378,235.7517,44.172264
9037-1902,1-247775,587735665313906789,235.90244,43.980343
9037-6103,1-247774,587735665313972253,235.90154,43.913284
9035-3701,1-247714,587735665314103467,236.21413,43.69747
9035-6101,1-247669,587735665314300067,236.84822,43.48138
9038-12703,1-248056,587735665315152014,238.74634,42.105362
9038-6104,1-247994,587735665315348621,239.11716,41.846855
9038-12705,1-247998,587735665315348627,239.17352,41.8796
8313-6103,1-247976,587735665315414124,239.43665,41.709507
8547-12701,1-593159,587735665844289599,217.62996,52.707176
8547-12702,1-245695,587735665844355229,217.9106,52.749443
8547-1901,1-246108,587735665844420740,218.11322,52.738384
8595-3703,1-631278,587735665845403787,221.43796,51.58081
9865-12703,1-246270,587735665845993499,223.1398,50.922825
9865-3704,1-246542,587735665846845510,225.80421,49.851166
9035-3703,1-247871,587735665850515601,235.64975,44.6733
9035-12701,1-247727,587735665850843240,236.46991,44.26323
8313-9101,1-247980,587735665852285113,239.69754,41.93811
8313-6101,1-248389,587735665852743716,240.65805,41.293434
8313-6102,1-248289,587735665852809299,240.91243,41.15306
8591-3702,1-245088,587735666379653212,212.61208,54.61957
8591-12703,1-245089,587735666379653289,212.78471,54.593388
8591-6104,1-245774,587735666380243001,214.86327,54.1003
8547-6103,1-245811,587735666380570749,215.92407,53.766056
8547-12704,1-245686,587735666381160684,218.10329,53.216637
8547-12703,1-245654,587735666381291667,218.42958,52.897446
8595-12703,1-246362,587735666381947088,220.71684,52.281002
8592-12701,1-246442,587735666382667900,222.84837,51.476097
9865-12704,1-246656,587735666382995598,223.78273,51.020264
9865-1902,1-246484,587735666382995632,223.86617,51.047752
8551-1902,1-247373,587735666386862114,234.59169,45.801952
8551-12703,1-247858,587735666387190037,235.47426,45.30581
9035-9102,1-247904,587735666387452096,236.08362,44.94352
8313-3704,1-633591,587735666389680262,241.25247,41.39172
8547-3702,1-245896,587735666917965937,218.0755,53.677063
8547-9102,1-630590,587735666918228134,218.97629,53.391605
8547-12705,1-246196,587735666918490257,219.826,53.05931
8592-3701,1-246203,587735666918817840,220.85312,52.614532
8592-6103,1-246216,587735666918948982,221.22603,52.44682
9865-3703,1-246760,587735666920456225,226.08992,50.697533
8551-3703,1-247628,587735666923733042,235.01874,46.105946
9036-12702,1-248208,587735666925830300,240.09009,43.0487
8979-3701,1-248410,587735666926354610,241.20853,42.03582
8979-9101,1-248405,587735666926419976,241.27858,42.037357
8313-3703,1-248415,587735666926616643,241.84659,41.708923
8313-12705,1-248233,587735666927009829,242.68254,41.148552
8604-6103,1-248869,587735666928058376,244.69083,39.33446
8602-9101,1-248973,587735666928320908,245.50102,38.915043
8485-3701,1-247348,587735667459621007,232.87244,47.84566
8309-3702,1-244763,587735694839251031,209.2364,53.866333
9864-1901,1-245733,587735694841217242,216.08954,52.124393
9864-12703,1-245736,587735694841282724,216.1974,52.08844
8595-3704,1-245975,587735694842265713,219.42757,51.09919
8595-12702,1-245980,587735694842331288,219.69876,51.022377
8595-12705,1-246331,587735694842986623,221.78647,50.195698
8591-6101,1-245451,587735695376973905,212.27863,53.463535
8595-6104,1-246027,587735695379005517,219.3966,51.583145
9865-12701,1-246570,587735695380775162,224.94112,49.503906
9865-9102,1-246614,587735695380840517,224.89801,49.327457
9865-6101,1-631732,587735695380906152,225.10228,49.25414
